,model_a_strength,model_b_divergence,model_c_cointegration
2025-05-29,-0.002108071328174818,0.0,0.0
2025-05-30,0.0017152833028997473,4.053918861905335e-05,0.0
2025-06-02,-0.0003390237070570899,0.00010669784812183685,-0.0007788570760426969
2025-06-03,0.00019271364686332073,0.0,3.5784911415071745e-05
2025-06-04,0.0015547173487629404,0.00015612442049355252,0.00017150469451863027
2025-06-05,0.0016530105817812038,0.0,0.0
2025-06-06,-0.0006131384524775743,0.0,-0.0038246192588679007
2025-06-09,-0.0006814378131129379,0.0011740030976853373,0.00023228253720457276
2025-06-10,0.0006217403896891973,0.000141298004337282,0.0004987002113569344
2025-06-11,0.0,0.0,0.0
2025-06-12,-0.001314188176954868,2.6904193131210215e-05,-0.0038720187999805177
2025-06-13,0.0002818359721082148,-0.0001801071935555403,0.002784053369431467
2025-06-16,0.00035815895335624597,0.0011066870755881881,0.0039007115971174022
2025-06-17,-0.004013805437276067,-0.0014547828159297183,-4.062574818007765e-05
2025-06-18,0.0013084568369988682,-0.000417994270117113,0.0032113197855900806
2025-06-19,-0.0004368786379165111,0.0,0.007245172381628718
2025-06-20,0.0001273618565995787,0.0011611041715967629,0.0022228010797477804
2025-06-23,0.0004770570722293869,0.0,0.001090774146445733
2025-06-24,0.0001699973462264366,7.51989676360768e-05,-0.0002893095580137944
2025-06-25,-0.0007551035110892766,-2.309097229372256e-05,-0.0003775964368654341
2025-06-26,-0.00012972450417178056,0.0003825978122971635,0.0008532700303016496
2025-06-27,-0.0019324218226354996,0.0003038531486588397,0.0006763873008418712
2025-06-30,0.0006806880760343191,0.0007200661533737283,1.5824721794737867e-05
2025-07-01,-0.0004435574638424901,0.000643100066376129,0.007301261675530248
2025-07-02,0.0012681559737587932,0.0001989732376709882,0.00489174617221849
2025-07-03,-9.199275859343221e-05,0.0,0.0009534540289187466
2025-07-04,0.0005677449504069305,0.00010529344416754217,0.00012600919988978886
2025-07-07,0.0008481038266099828,0.0,0.0
2025-07-08,0.0,0.0,-9.55761938957171e-05
2025-07-09,-0.0020969338360855815,0.0010809148285652874,0.0021369368454924554
2025-07-10,0.0010216117459071815,0.0,0.0006356512782432807
2025-07-11,0.00015077168409380202,5.152819318963253e-05,0.0
